Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
31.96,6,64.55,1270.566139,0.01,0.01,0,0.75,0.99,0,0,99,1,1,0,0.97,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,8029,60,255,80.29,32.24693079,80.29,0.001007602,100,1039.864545,DDoS-SlowLoris
31.68,6,93.55,598.4117699,0,0,0,0.05,0.99,0,0,99,0,0,0,0.53,0.46,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,54071,60,4410,540.71,898.1549021,540.71,0.001671119,100,806682.2282,DDoS-SlowLoris
29.12,6,97.52,140.8438805,0.03,0.09,0,0.19,0.84,0,0,84,9,3,0,0.18,0.6,0,0,0,0,0,0.88,0.03,0,0.08,0.01,0,0.92,0.92,71798,60,8754,717.98,1551.201997,717.98,0.007208221,100,2406227.636,DDoS-SlowLoris
30.52,6,129.78,196.8895213,0,0.08,0,0.16,0.91,0,0,91,8,0,0,0.22,0.69,0,0,0,0,0,0.93,0.03,0,0.04,0,0,0.96,0.96,45546,60,2962,455.46,691.4202105,455.46,0.005088699,100,478061.9075,DDoS-SlowLoris
22.32,6,93.22,157.6116316,0.01,0.03,0,0.22,0.58,0,0,58,3,1,0,0.14,0.45,0,0,0,0,0,0.6,0.36,0,0.02,0.02,0,0.98,0.98,37669,60,2962,376.69,619.4127668,376.69,0.006421621,100,383672.1757,DDoS-SlowLoris
24.16,6,69.42,152.1930687,0.01,0.08,0,0.29,0.65,0,0,65,8,1,0,0.31,0.33,0,0,0,0,0,0.68,0.28,0,0.04,0,0,0.96,0.96,32529,60,2962,325.29,577.3255527,325.29,0.00657434,100,333304.7938,DDoS-SlowLoris
31.76,6,89.15,1421.648573,0,0.04,0,0.35,0.95,0,0,95,4,0,0,0.76,0.22,0,0,0,0,0,0.98,0.01,0,0,0.01,0,1,1,24325,66,5858,243.25,871.2626548,243.25,0.000707109,100,759098.6136,DDoS-SlowLoris
28.28,6,111.12,120.5077623,0,0.07,0,0.2,0.84,0,0,84,7,0,0,0.18,0.64,0.03,0,0,0,0,0.85,0.11,0,0.04,0,0,0.96,0.96,44885,60,7306,448.85,944.0327354,448.85,0.008393512,100,891197.8056,DDoS-SlowLoris
29,6,96.26,168.1277165,0,0.11,0,0.21,0.78,0,0,78,11,0,0,0.26,0.57,0.11,0,0,0,0,0.83,0.12,0,0.04,0.01,0,0.96,0.96,33696,60,2962,336.96,643.6915617,336.96,0.006048629,100,414338.8267,DDoS-SlowLoris
30.64,6,66.5,384.7515854,0.02,0.02,0,0.26,0.94,0,0,94,2,2,0,0.06,0.89,0.02,0,0,0,0,0.95,0.02,0,0.03,0,0,0.97,0.97,93569,60,7306,935.69,1162.961004,935.69,0.00262753,100,1352478.297,DDoS-SlowLoris
30.56,6,136.68,318.788297,0.02,0.04,0.02,0.2,0.91,0,0,91,4,2,2,0.09,0.85,0.02,0,0,0,0,0.94,0.05,0,0,0.01,0,1,1,39427,60,4410,394.27,696.788388,394.27,0.003145049,100,485514.0577,DDoS-SlowLoris
29.92,6,98.11,151.0329922,0.01,0.09,0,0.28,0.88,0,0,88,9,1,0,0.18,0.64,0,0,0,0,0,0.91,0.07,0,0.02,0,0,0.98,0.98,53532,60,10687,535.32,1364.025437,535.32,0.006649082,100,1860565.392,DDoS-SlowLoris
30.08,6,92.27,313.8227636,0,0.08,0.01,0.15,0.87,0,0,87,8,0,1,0.16,0.72,0.01,0,0,0,0,0.9,0.08,0,0.01,0.01,0,0.99,0.99,66670,60,4410,666.7,779.310191,666.7,0.00321655,100,607324.3737,DDoS-SlowLoris
30.56,6,86.56,372.7365715,0,0.06,0,0.14,0.9,0,0,90,6,0,0,0.09,0.84,0.01,0,0,0,0,0.93,0.04,0,0.03,0,0,0.97,0.97,75993,60,4350,759.93,947.484466,759.93,0.002684648,100,897726.8132,DDoS-SlowLoris
31.84,6,55.4,399.1427712,0,0.01,0,0.06,0.99,0,0,99,1,0,0,0.04,0.95,0,0,0,0,0,0.99,0.01,0.01,0,0,0,1,1,75176,66,4350,751.76,961.6414431,751.76,0.00250844,100,924754.2651,DDoS-SlowLoris
30.68,6,109.55,210.177696,0.06,0.05,0,0.27,0.92,0,0,92,5,6,0,0.09,0.57,0,0,0,0,0,0.95,0.03,0,0.01,0.01,0,0.99,0.99,46968,60,7306,469.68,988.8532066,469.68,0.004757891,100,977830.6642,DDoS-SlowLoris
29.76,6,102.73,129.1899447,0.03,0.1,0,0.25,0.88,0,0,88,10,3,0,0.3,0.5,0,0,0,0,0,0.89,0.06,0,0.05,0,0,0.95,0.95,47717,60,10202,477.17,1449.929131,477.17,0.00774122,100,2102294.486,DDoS-SlowLoris
28.12,6,117.84,177.5417123,0,0.1,0.01,0.25,0.77,0,0,77,10,0,1,0.19,0.56,0.08,0,0,0,0,0.82,0.18,0,0,0,0,1,1,33227,60,2962,332.27,560.6417293,332.27,0.005638249,100,314319.1486,DDoS-SlowLoris
31.04,6,101.47,307.6044819,0,0.03,0,0.12,0.95,0,0,95,3,0,0,0.14,0.81,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,89929,60,2962,899.29,837.7547228,899.29,0.00336421,100,701832.9757,DDoS-SlowLoris
32.08,6,126.98,138.6476193,0,0.13,0,0.22,0.91,0,0,91,13,0,0,0.25,0.63,0.04,0,0,0,0,0.96,0.04,0,0,0,0,1,1,39343,66,7306,393.43,988.5731811,393.43,0.007212541,100,977276.9344,DDoS-SlowLoris
29.36,6,110.73,171.5748769,0.05,0.06,0.02,0.31,0.85,0.02,0.01,85,6,5,2,0.2,0.47,0,0,0,0,0,0.88,0.12,0,0,0,0,1,1,35601,60,8754,356.01,1141.167048,356.01,0.005903599,100,1302262.232,DDoS-SlowLoris
31.12,6,106.4,132.7465983,0,0.08,0,0.33,0.94,0,0,94,8,0,0,0.21,0.54,0,0,0,0,0,0.96,0.03,0,0.01,0,0,0.99,0.99,53437,60,11650,534.37,1553.070622,534.37,0.00759629,100,2412028.357,DDoS-SlowLoris
30.64,6,133.54,158.4231056,0.01,0.11,0.01,0.35,0.91,0,0,91,11,1,1,0.29,0.58,0,0,0,0,0,0.95,0.04,0,0.01,0,0,0.99,0.99,41279,60,13098,412.79,1466.308319,412.79,0.00631701,100,2150060.087,DDoS-SlowLoris
28.24,6,121.74,114.4814549,0.02,0.07,0,0.26,0.83,0,0,83,7,2,0,0.26,0.55,0,0,0,0,0,0.85,0.12,0,0.02,0.01,0,0.98,0.98,36342,60,1514,363.42,513.7640102,363.42,0.00874243,100,263953.4582,DDoS-SlowLoris
30.24,6,99.88,214.1502517,0.01,0.04,0,0.11,0.92,0,0,92,4,1,0,0.15,0.77,0,0,0,0,0,0.92,0.06,0,0.02,0,0,0.98,0.98,94487,60,4410,944.87,998.7217755,944.87,0.00496702,100,997445.1849,DDoS-SlowLoris
30.84,6,143.28,152.7965683,0.01,0.08,0,0.22,0.91,0,0,91,8,1,0,0.19,0.7,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,51783,60,16479,517.83,1764.132963,517.83,0.006573801,100,3112165.112,DDoS-SlowLoris
28.08,6,106.06,111.8848646,0,0.08,0,0.26,0.86,0,0,86,8,0,0,0.28,0.55,0,0,0,0,0,0.87,0.01,0,0.08,0.04,0,0.92,0.92,37909,60,4410,379.09,806.7335196,379.09,0.008937769,100,650818.9716,DDoS-SlowLoris
32.24,6,92.5,629.3822477,0,0.03,0,0.52,0.99,0,0,99,3,0,0,0.64,0.36,0,0,0,0,0,1,0,0,0,0,0,1,1,29826,66,4410,298.26,627.2619935,298.26,0.00188555,100,393457.6085,DDoS-SlowLoris
32.08,6,65.04,1611.006595,0,0.05,0,0.29,0.96,0,0,96,5,0,0,0.97,0.02,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,7050,60,156,70.5,10.24793648,70.5,0.000620742,100,105.020202,DDoS-SlowLoris
28.44,6,99.84,140.2563824,0.03,0.06,0.01,0.26,0.88,0,0,88,6,3,1,0.25,0.54,0,0,0,0,0,0.89,0.01,0,0.1,0,0,0.9,0.9,46855,60,4410,468.55,801.9317129,468.55,0.00799088,100,643094.4722,DDoS-SlowLoris
27.96,6,117.56,131.349229,0,0.07,0,0.22,0.82,0,0,82,7,0,0,0.21,0.62,0,0,0,0,0,0.85,0.04,0,0.11,0,0,0.89,0.89,42258,60,4410,422.58,821.7499212,422.58,0.00761513,100,675272.9329,DDoS-SlowLoris
30.68,6,96.27,232.480247,0.02,0.08,0,0.17,0.9,0,0,90,8,2,0,0.2,0.67,0.02,0,0,0,0,0.93,0.06,0,0.01,0,0,0.99,0.99,78303,60,4410,783.03,908.4811773,783.03,0.00440352,100,825338.0496,DDoS-SlowLoris
24.64,6,110.26,189.4908424,0,0.03,0,0.2,0.75,0,0,75,3,0,0,0.13,0.56,0,0,0,0,0,0.75,0.24,0,0.01,0,0,0.99,0.99,40367,60,4374,403.67,774.8284014,403.67,0.00535764,100,600359.0516,DDoS-SlowLoris
25,6,104.54,742.7161893,0,0.04,0,0.05,0.89,0,0,89,4,0,0,0.08,0.82,0.04,0,0,0,0,0.9,0.1,0,0,0,0,1,1,96482,60,4434,964.82,1352.480955,964.82,0.00136873,100,1829204.735,DDoS-SlowLoris
19.48,6,87.65,267.2210326,0,0.02,0,0.06,0.75,0,0,75,2,0,0,0.04,0.71,0,0,0,0,0,0.75,0.21,0,0.03,0.01,0,0.97,0.97,93868,60,4434,938.68,1491.8483,938.68,0.00380908,100,2225611.351,DDoS-SlowLoris
30.24,6,96.88,409.898217,0,0.07,0,0.45,0.89,0,0,89,7,0,0,0.55,0.35,0,0,0,0,0,0.92,0.06,0,0.02,0,0,0.98,0.98,31775,60,11650,317.75,1233.643158,317.75,0.00246197,100,1521875.442,DDoS-SlowLoris
31.12,6,65.38,2144.952261,0,0.01,0,0.38,0.95,0,0,95,1,0,0,0.95,0.01,0,0,0,0,0,0.96,0.04,0,0,0,0,1,1,7609,66,430,76.09,38.15415171,76.09,0.00046622,100,1455.739293,DDoS-SlowLoris
27.68,6,115.13,125.836494,0,0.03,0,0.29,0.86,0,0,86,3,0,0,0.26,0.47,0.04,0,0,0,0,0.86,0.14,0,0,0,0,1,1,46175,60,10687,461.75,1232.240985,461.75,0.007959418,100,1518417.846,DDoS-SlowLoris
31.2,6,101.51,440.8916845,0.01,0.05,0.01,0.51,0.92,0,0,92,5,1,1,0.6,0.33,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,27102,62,8754,271.02,1064.871244,271.02,0.002331212,100,1133950.767,DDoS-SlowLoris
31.76,6,65.68,2201.769057,0,0,0,0.33,0.99,0,0,99,0,0,0,0.97,0.01,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7119,66,230,71.19,16.82752375,71.19,0.000454199,100,283.1655556,DDoS-SlowLoris
30.88,6,110.44,126.9781452,0.02,0.1,0.01,0.28,0.91,0,0,91,10,2,1,0.35,0.54,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,43547,60,4410,435.47,820.6442462,435.47,0.007879651,100,673456.9789,DDoS-SlowLoris
32.16,6,65.63,196.6471143,0.03,0.08,0,0.66,0.95,0,0,95,8,3,0,0.85,0.11,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,9341,66,348,93.41,53.57880913,93.41,0.0052653,100,2870.688788,DDoS-SlowLoris
31.2,6,63.69,411.5940607,0,0.06,0,0.27,0.92,0,0,92,6,0,0,0.88,0.07,0.02,0,0,0,0,0.95,0.04,0,0.01,0,0,0.99,0.99,7883,60,274,78.83,38.61361434,78.83,0.002429628,100,1491.011212,DDoS-SlowLoris
29.28,6,100.68,118.6854656,0.01,0.14,0,0.35,0.79,0,0,79,14,1,0,0.24,0.5,0,0,0,0,0,0.84,0.16,0.08,0,0,0,1,1,21996,66,3134,219.96,430.7228578,219.96,0.008858562,100,185522.1802,DDoS-SlowLoris
27.36,6,99.73,185.3640212,0.06,0.09,0,0.36,0.75,0,0,75,9,6,0,0.24,0.41,0.08,0,0,0,0,0.79,0.17,0,0.04,0,0,0.96,0.96,15507,60,2482,155.07,277.6499233,155.07,0.0058006,100,77089.4799,DDoS-SlowLoris
32.24,6,75.87,455.2494247,0,0.06,0,0.44,0.96,0,0,96,6,0,0,0.8,0.14,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,10696,66,2245,106.96,224.3313711,106.96,0.002196598,100,50324.56404,DDoS-SlowLoris
27.04,6,93.4,125.058149,0.02,0.07,0.01,0.39,0.81,0,0,81,7,2,1,0.2,0.35,0.02,0,0,0,0,0.84,0.1,0,0.06,0,0,0.94,0.94,25889,60,5986,258.89,713.7614815,258.89,0.008006132,100,509455.4524,DDoS-SlowLoris
31.6,6,95.69,321.5556215,0,0.1,0.02,0.18,0.92,0,0,92,10,0,2,0.25,0.69,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,79391,60,4410,793.91,881.3161083,793.91,0.00311717,100,776718.0827,DDoS-SlowLoris
31.36,6,119.93,444.0122502,0.01,0.01,0.01,0.11,0.96,0,0,96,1,1,1,0.03,0.94,0.02,0,0,0,0,0.97,0.03,0,0,0,0,1,1,89067,66,2962,890.67,844.2621075,890.67,0.002288768,100,712778.5062,DDoS-SlowLoris
31.6,6,146.21,425.0581702,0,0.01,0,0.08,0.98,0,0,98,1,0,0,0.06,0.92,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,105011,66,15994,1050.11,1992.337554,1050.11,0.002353711,100,3969408.927,DDoS-SlowLoris
32.64,6,102.16,163.175506,0,0.08,0.01,0.14,0.97,0,0,97,8,0,1,0.17,0.83,0,0,0,0,0,1,0,0,0,0,0,1,1,100337,66,10202,1003.37,1522.27499,1003.37,0.006283619,100,2317321.145,DDoS-SlowLoris
27.64,6,129.35,155.1963513,0,0.07,0,0.22,0.81,0,0,81,7,0,0,0.16,0.6,0,0,0,0,0,0.82,0.15,0,0.03,0,0,0.97,0.97,9839,60,357,98.39,62.26205534,98.39,0.00644345,100,3876.563535,DDoS-SlowLoris
29.2,6,94.97,181.8575353,0.02,0,0,0.2,0.91,0,0,91,0,2,0,0.02,0.85,0,0,0,0,0,0.91,0.07,0,0.02,0,0,0.98,0.98,75285,60,8754,752.85,1116.66942,752.85,0.005499799,100,1246950.593,DDoS-SlowLoris
31.12,6,64.83,361.4243257,0,0.02,0,0.05,0.96,0,0,96,2,0,0,0.06,0.9,0,0,0,0,0,0.96,0.03,0,0,0.01,0,1,1,121297,66,8634,1212.97,1408.915798,1212.97,0.002775381,100,1985043.726,DDoS-SlowLoris
29.4,6,89.61,602.6749125,0,0.01,0,0.04,0.91,0,0,91,1,0,0,0.02,0.87,0,0,0,0,0,0.91,0.04,0,0.04,0.01,0,0.96,0.96,44559,60,8634,445.59,1145.153336,445.59,0.001668999,100,1311376.164,DDoS-SlowLoris
28,6,103.47,190.3746578,0.02,0.1,0,0.22,0.78,0,0,78,10,2,0,0.26,0.55,0.06,0,0,0,0,0.82,0.12,0,0.04,0.02,0,0.96,0.96,46109,60,8754,461.09,1214.215348,461.09,0.005340731,100,1474318.911,DDoS-SlowLoris
27.68,6,92.26,115.7145143,0,0.08,0,0.3,0.84,0,0,84,8,0,0,0.16,0.48,0,0,0,0,0,0.86,0.11,0,0.03,0,0,0.97,0.97,31357,60,2974,313.57,554.2235857,313.57,0.008856609,100,307163.7829,DDoS-SlowLoris
25.36,6,96.07,262.9171407,0.01,0.01,0,0.18,0.97,0,0,97,1,1,0,0.09,0.87,0,0,0,0,0,0.97,0.03,0,0,0,0,1,1,106459,60,4434,1064.59,1400.561576,1064.59,0.00380965,100,1961572.729,DDoS-SlowLoris
24.84,6,96.08,362.8984434,0,0,0,0.19,0.96,0,0,96,0,0,0,0,0.91,0,0,0,0,0,0.96,0.02,0,0.02,0,0,0.98,0.98,116539,60,4434,1165.39,1530.599862,1165.39,0.002755592,100,2342735.937,DDoS-SlowLoris
26.44,6,107.72,159.8334865,0,0.03,0,0.21,0.8,0,0,80,3,0,0,0.12,0.59,0,0,0,0,0,0.8,0.18,0,0.02,0,0,0.98,0.98,61689,60,8754,616.89,1234.76621,616.89,0.00625741,100,1524647.594,DDoS-SlowLoris
26.8,6,111.82,250.9788903,0,0.01,0,0.1,0.81,0,0,81,1,0,0,0.06,0.73,0.04,0,0,0,0,0.81,0.1,0,0.08,0.01,0,0.92,0.92,91124,60,5858,911.24,1387.760154,911.24,0.003984399,100,1925878.245,DDoS-SlowLoris
26.4,6,96.71,121.6180935,0,0.09,0,0.25,0.76,0,0,76,9,0,0,0.28,0.47,0.04,0,0,0,0,0.79,0.11,0,0.1,0,0,0.9,0.9,29918,60,2962,299.18,558.8980569,299.18,0.00825937,100,312367.038,DDoS-SlowLoris
25.76,6,91.15,101.2386474,0,0.07,0,0.33,0.77,0,0,77,7,0,0,0.25,0.39,0,0,0,0,0,0.78,0.12,0,0.09,0,0.01,0.91,0.91,21943,60,1562,219.43,349.1801149,219.43,0.00990351,100,121926.7526,DDoS-SlowLoris
19.68,6,94.82,102.2933113,0,0.04,0,0.21,0.53,0,0,53,4,0,0,0.13,0.33,0.02,0,0,0,0,0.53,0.33,0,0.12,0,0.02,0.88,0.88,20285,60,2160,202.85,353.6774875,202.85,0.00978497,100,125087.7652,DDoS-SlowLoris
23.68,6,86.1,217.5175547,0,0,0,0.53,0.66,0,0,66,0,0,0,0.45,0.18,0,0,0,0,0,0.66,0.32,0,0.02,0,0,0.98,0.98,13759,60,1514,137.59,219.924739,137.59,0.004598031,100,48366.89081,DDoS-SlowLoris
29.84,6,67.72,642.6486113,0,0.03,0,0.26,0.9,0,0,90,3,0,0,0.79,0.08,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,14655,60,2572,146.55,349.47393,146.55,0.00155607,100,122132.0278,DDoS-SlowLoris
27.92,6,84.19,169.5151144,0.01,0.08,0,0.29,0.79,0,0,79,8,1,0,0.51,0.3,0,0,0,0,0,0.82,0.16,0,0.02,0,0,0.98,0.98,13236,60,1514,132.36,217.7733285,132.36,0.005969489,100,47425.22263,DDoS-SlowLoris
27.16,6,100.58,101.5294396,0,0.07,0.01,0.2,0.78,0,0,78,7,0,1,0.2,0.58,0,0,0,0,0,0.8,0.17,0,0.02,0.01,0,0.98,0.98,44091,60,2962,440.91,633.3634777,440.91,0.009967601,100,401149.2948,DDoS-SlowLoris
30.28,6,109.23,180.3703043,0,0.02,0.01,0.12,0.93,0,0,93,2,0,1,0.11,0.83,0,0,0,0,0,0.94,0.02,0,0.04,0,0,0.96,0.96,75829,60,3308,758.29,747.8395995,758.29,0.005544448,100,559264.0666,DDoS-SlowLoris
28.8,6,124.73,133.4589551,0.01,0.01,0.01,0.2,0.87,0,0,87,1,1,1,0.1,0.74,0,0,0,0,0,0.88,0.1,0,0,0.01,0.01,1,1,57383,60,10687,573.83,1189.547593,573.83,0.007523301,100,1415023.476,DDoS-SlowLoris
31.28,6,76.13,404.6567854,0.46,0.01,0.01,0.06,0.97,0,0,97,1,46,1,0.82,0.14,0,0,0,0,0,0.97,0.02,0,0,0,0.01,1,1,7507,60,254,75.07,32.69456292,75.07,0.00279608,100,1068.934444,DDoS-SlowLoris
29.08,6,84.89,165.0535303,0.06,0.08,0.03,0.23,0.83,0,0,83,8,6,3,0.52,0.35,0,0,0,0,0,0.89,0.04,0,0.06,0.01,0,0.94,0.94,35625,60,7791,356.25,906.2243504,356.25,0.00605864,100,821242.5732,DDoS-SlowLoris
30.52,6,96.16,92.83940036,0,0.11,0,0.22,0.9,0,0,90,11,0,0,0.25,0.64,0.02,0,0,0,0,0.92,0.04,0,0.03,0.01,0,0.97,0.97,51447,60,2962,514.47,725.9483725,514.47,0.011013169,100,527001.0395,DDoS-SlowLoris
29.76,6,100.82,196.3753259,0,0.01,0.02,0.62,0.91,0,0,91,1,0,2,0.59,0.31,0,0,0,0,0,0.93,0.05,0,0.01,0.01,0,0.99,0.99,14390,60,1514,143.9,254.3873409,143.9,0.00514694,100,64712.91919,DDoS-SlowLoris
32.08,6,64,2679.039346,0,0.01,0,0.27,0.99,0,0,99,1,0,0,0.99,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6980,66,156,69.8,9.94022539,69.8,0.00037328,100,98.80808081,DDoS-SlowLoris
29.08,6,108.76,156.4590446,0,0.09,0,0.21,0.85,0,0,85,9,0,0,0.2,0.58,0,0,0,0,0,0.88,0.07,0,0.04,0.01,0,0.96,0.96,48757,60,2962,487.57,683.7397646,487.57,0.00639148,100,467500.0658,DDoS-SlowLoris
31.04,6,128.83,178.6358644,0,0.04,0.01,0.16,0.95,0,0,95,4,0,1,0.09,0.79,0,0,0,0,0,0.97,0.02,0,0,0,0.01,1,1,88055,60,14546,880.55,1812.481921,880.55,0.00559855,100,3285090.715,DDoS-SlowLoris
31.2,6,68.61,1036.569929,0,0.02,0,0.89,0.96,0,0,96,2,0,0,0.92,0.02,0.04,0,0,0,0,0.96,0.04,0,0,0,0,1,1,7816,66,162,78.16,12.11370374,78.16,0.001032321,100,146.7418182,DDoS-SlowLoris
31.04,6,63.95,3272.351647,0,0.01,0,0.51,0.95,0,0,95,1,0,0,0.95,0.01,0,0,0,0,0,0.96,0.03,0,0,0.01,0,1,1,7355,60,255,73.55,19.36902401,73.55,0.0003056,100,375.1590909,DDoS-SlowLoris
31.92,6,63.78,731.5229714,0,0.02,0,0.07,0.98,0,0,98,2,0,0,0.91,0.08,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,33661,62,10687,336.61,1479.447234,336.61,0.001367021,100,2188764.119,DDoS-SlowLoris
31,6,100.38,174.990957,0,0.07,0.06,0.39,0.89,0,0,89,7,0,6,0.6,0.31,0,0,0,0,0,0.97,0.03,0,0,0,0,1,1,13809,60,2962,138.09,313.2646957,138.09,0.00577271,100,98134.7696,DDoS-SlowLoris
32,6,67.41,1572.773566,0,0,0,0.56,1,0,0,100,0,0,0,0.97,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,7320,66,156,73.2,10.74403758,73.2,0.000635829,100,115.4343434,DDoS-SlowLoris
31.84,6,98.42,283.9843488,0.01,0.03,0,0.17,0.96,0,0,96,3,1,0,0.44,0.45,0,0,0,0,0,0.97,0.01,0,0.01,0.01,0,0.99,0.99,36106,60,4410,361.06,754.7227843,361.06,0.00352133,100,569606.4812,DDoS-SlowLoris
31.84,6,97.93,134.9875675,0,0.1,0,0.3,0.9,0,0,90,10,0,0,0.24,0.56,0,0,0,0,0,0.96,0.04,0,0,0,0,1,1,45833,66,2962,458.33,640.1327838,458.33,0.00754926,100,409769.9809,DDoS-SlowLoris
28.96,6,109.73,118.2652418,0,0.1,0.02,0.25,0.82,0,0,82,10,0,2,0.24,0.51,0.04,0,0,0,0,0.86,0.11,0,0.02,0.01,0,0.98,0.98,29012,60,1999,290.12,482.6576318,290.12,0.008461139,100,232958.3895,DDoS-SlowLoris
32.2,6,82.93,946.0032343,0,0.01,0,0.44,0.99,0,0,99,1,0,0,0.75,0.23,0,0,0,0,0,1,0,0,0,0,0,1,1,20040,66,1514,200.4,403.3328325,200.4,0.001057091,100,162677.3737,DDoS-SlowLoris
33.2,6,81.51,850.5369715,0,0.24,0,0.27,0.85,0,0,85,24,0,0,0.84,0.13,0.03,0,0,0,0,0.97,0.03,0,0,0,0,1,1,15301,66,2922,153.01,353.8683056,153.01,0.001177609,100,125222.7777,DDoS-SlowLoris
31.64,6,69.17,621.3765293,0,0.19,0,0.31,0.82,0,0,82,19,0,0,0.77,0.14,0.05,0,0,0,0,0.92,0.07,0,0,0.01,0,1,1,10218,66,255,102.18,60.43836162,102.18,0.001616051,100,3652.795556,DDoS-SlowLoris
33.4,6,88.67,688.3965822,0.02,0.19,0,0.27,0.89,0,0,89,19,2,0,0.64,0.32,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,31783,66,5858,317.83,728.1400556,317.83,0.00145267,100,530187.9405,DDoS-SlowLoris
32.6,6,90.73,629.1717106,0,0.15,0,0.18,0.9,0,0,90,15,0,0,0.56,0.41,0,0,0,0,0,0.97,0.03,0,0,0,0,1,1,53438,60,4410,534.38,950.6070445,534.38,0.001589401,100,903653.7531,DDoS-SlowLoris
27.84,6,107.69,140.267968,0,0.05,0,0.28,0.87,0,0,87,5,0,0,0.22,0.52,0,0,0,0,0,0.88,0.09,0,0.02,0.01,0,0.98,0.98,48425,60,5858,484.25,1008.341937,484.25,0.0071418,100,1016753.462,DDoS-SlowLoris
31.08,6,101.88,165.3422897,0,0.14,0.02,0.25,0.82,0,0,82,14,0,2,0.44,0.48,0,0,0,0,0,0.93,0.07,0,0,0,0,1,1,37330,60,7791,373.3,1006.717634,373.3,0.006209819,100,1013480.394,DDoS-SlowLoris
28.16,6,112.73,104.4244734,0.01,0.06,0,0.25,0.85,0,0,85,6,1,0,0.2,0.62,0,0,0,0,0,0.86,0.05,0,0.07,0.02,0,0.93,0.93,38031,60,4410,380.31,708.2565262,380.31,0.009576299,100,501627.307,DDoS-SlowLoris
27.88,6,113.31,98.30705674,0.01,0.1,0.01,0.23,0.77,0,0,77,10,1,1,0.2,0.51,0.04,0,0,0,0,0.83,0.14,0,0.01,0.02,0,0.99,0.99,39244,60,3447,392.44,796.3973086,392.44,0.01017781,100,634248.6731,DDoS-SlowLoris
28.64,6,117.53,156.8533475,0,0,0,0.1,0.88,0,0,88,0,0,0,0.02,0.86,0.04,0,0,0,0,0.88,0.06,0,0.06,0,0,0.94,0.94,82705,60,5858,827.05,1142.557157,827.05,0.006375391,100,1305436.856,DDoS-SlowLoris
25.2,6,99.78,180.9568186,0,0.08,0,0.13,0.66,0,0,66,8,0,0,0.19,0.48,0,0,0,0,0,0.69,0.31,0,0,0,0,1,1,41889,60,2962,418.89,693.8677267,418.89,0.005526578,100,481452.4221,DDoS-SlowLoris
25.52,6,92.68,105.3913016,0.01,0.03,0.01,0.28,0.7,0,0,70,3,1,1,0.14,0.49,0.04,0,0,0,0,0.71,0.28,0,0.01,0,0,0.99,0.99,40694,60,5858,406.94,826.2311881,406.94,0.00956989,100,682657.9762,DDoS-SlowLoris
31.56,6,93.46,1579.501857,0,0.02,0,0.77,0.98,0,0,98,2,0,0,0.76,0.2,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,12257,66,1514,122.57,246.9252639,122.57,0.000664051,100,60972.08596,DDoS-SlowLoris
31.64,6,76.18,533.2255264,0,0.04,0,0.09,0.97,0,0,97,4,0,0,0.81,0.15,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,11172,60,1514,111.72,235.4863045,111.72,0.001879199,100,55453.7996,DDoS-SlowLoris
32.2,6,103.98,87.73552898,0,0.08,0,0.35,0.95,0,0,95,8,0,0,0.27,0.63,0.01,0,0,0,0,0.98,0.01,0,0.01,0,0,0.99,0.99,39148,60,4410,391.48,864.120239,391.48,0.011401911,100,746703.7875,DDoS-SlowLoris
27.76,6,109.58,147.9066937,0,0.04,0.01,0.15,0.87,0,0,87,4,0,1,0.09,0.8,0.07,0,0,0,0,0.89,0.09,0,0,0.02,0,1,1,56365,60,2962,563.65,715.17959,563.65,0.00678298,100,511481.846,DDoS-SlowLoris
28.44,6,105.32,114.8449787,0.02,0.03,0,0.35,0.94,0,0,94,3,2,0,0.12,0.63,0,0,0,0,0,0.94,0.05,0,0.01,0,0,0.99,0.99,45262,60,10687,452.62,1187.552774,452.62,0.00871567,100,1410281.592,DDoS-SlowLoris
